Run#,Result,Solution
16,-16251.7,[-453.512 359.437 473.483 424.071 -409.868 -343.123 497.913 448.644 461.859 480.973 379.928 403.71 423.637 -35.5786 348.177 497.409 -322.058 111.836 279.716 230.313 -455.966 -374.064 -443.36 -469.974 361.432 -109.371 423.366 -45.6595 399.847 151.568 ]
17,-16278.5,[-482.001 402.885 419.225 -369.604 498.355 383.756 400.81 408.555 407.976 151.247 -411.806 -435.58 332.147 479.25 -306.335 -468.554 387.442 149.786 -97.5982 388.187 -386.327 -457.777 348.158 -117.337 -292.554 -463.525 392.475 415.191 427.659 -408.135 ]
18,-17289.4,[-302.701 -468.812 -397.564 -165.575 444.424 -300.097 -492.376 392.505 435.61 459.312 413.866 -360.523 -428.193 -452.168 390.136 -394.963 -138.63 400.389 -348.937 -500 -0.53833 379.157 -391.566 -418.931 -445.501 362.304 488.492 368.935 494.645 -274.211 ]
19,-17168.6,[267.058 -494.216 401.501 424.653 445.982 341.785 497.217 37.1095 -377.088 -122.086 404.627 418.09 -401.107 -470.524 -393.268 -135.047 420.234 168.27 311.84 461.126 411.779 429.671 318.866 -490.066 412.464 429.444 442.608 453.971 -413.224 367.881 ]
20,-15470.8,[-379.187 -448.702 -378.296 -128.773 437.018 464.247 360.32 -109.871 -323.337 -479.09 353.709 238.661 249.999 -497.572 -406.9 -428.767 -451.991 -384.353 -142.082 425.568 -393.582 -461.139 -386.93 -405.241 -470.084 370.364 -98.1311 359.286 -106.136 401.187 ]
21,-18181.8,[-459.134 371.415 258.447 -481.629 -409.144 375.217 -366.161 -436.377 -374.438 -445.803 403.223 419.978 431.403 439.153 457.464 -300.793 -479.142 383.126 -101.147 388.998 -391.598 -408.318 -475.865 -401.278 -140.089 422.548 168.315 300.557 -500 272.998 ]
22,-16997.1,[447.852 403.345 415.729 -89.9659 407.061 418.244 427.371 439.347 452.956 469.423 359.712 244.671 -487.222 373.232 137.431 318.577 477.811 -3.31808 -333.258 497.503 389.822 -346.691 -500 -428.635 -190.633 442.408 -295.723 -466.507 -397.221 -166.106 ]
23,-17232.6,[491.12 -269.082 258.908 -474.996 363.976 499.164 -321.272 181.852 -271.497 -440.152 -463.721 408.833 428.015 441.842 452.549 -398.375 353.239 485.014 435.269 -288.381 281.514 -477.069 365.036 -367.819 -127.964 -330.141 165.561 295.775 -484.644 389.503 ]
24,-15829.9,[334.379 480.001 221.72 -479.383 -410.788 -161.952 -494.215 385.875 274.957 -500 261.841 -500 15.3089 -383.101 -452.752 384.633 -390.311 -179.067 -500 371.879 499.866 -276.011 489.068 368.998 -355.952 191.303 -497.993 409.392 426.095 173.337 ]
25,-16356.6,[-399.057 -423.696 -451.228 -385.942 95.4668 253.508 -195.74 -500 392.038 138.657 298.12 462.884 418.123 -380.567 -405.875 -429.808 -356.775 490.43 -315.797 -340.607 490.411 441.692 -418.379 -360.557 -431.545 91.4935 336.601 496.595 391.14 -365.609 ]
26,-18477.5,[-390.121 -136.558 441.567 457.366 412.867 432.78 445.341 181.069 323.558 484.408 -266.494 262.529 -463.533 -378.979 -451.015 -378.136 -449.595 348.867 483.517 -266.985 282.85 438.014 -294.087 -462.757 -390.687 -138.727 -297.842 492.724 382.698 -363.232 ]
27,-19122.1,[479.723 430.066 445.231 458.154 473.289 -261.876 261.319 -477.504 392.528 409.999 -73.6026 431.196 447.371 463.039 -304.922 492.311 379.434 382.045 -361.581 -385.411 -314.708 483.155 -308.491 -472.685 -401.482 346.711 466.205 422.028 434.939 182.255 ]
28,-17977.8,[-472.209 -399.238 -423.327 357.116 477.69 428.561 439.388 -289.094 -450.297 -369.467 -437.131 -364.911 132.072 266.592 -485.48 402.631 170.532 -289.96 -475.72 -407.687 382.24 -381.499 -454.068 374.345 -137.273 -308.514 -494.996 361.684 479.077 430.03 ]
29,-17712.8,[73.2357 -408.993 89.0504 324.165 -121.415 426.987 438.997 450.188 461.901 4.28605 343.631 490.628 441.414 470.146 426.473 449.989 344.614 487.156 377.665 118.279 290.715 -479.763 388.546 -53.7859 348.563 484.599 -271.785 -450.821 -474.042 379.123 ]
30,-17217.1,[275.003 -500 270.11 -498.776 387.968 398.163 -45.5033 360.141 492.29 -316.457 167.336 284.802 -223.303 -500 397.214 -375.877 -446.608 379.991 -353.84 491.793 442.915 460.66 411.059 416.494 430.027 -380.607 141.157 -448.257 391.826 152.121 ]
31,-17461,[-468.89 -397.3 -422.97 -447.706 360.853 480.464 431.386 444.092 178.547 320.996 474.769 226.175 -500 -44.8174 418.648 434.464 457.631 414.08 453.87 408.083 -81.3709 422.407 182.392 -458.965 384.001 126.261 292.549 -475.877 -401.096 97.1786 ]
32,-16576.4,[283.127 -486.327 393.521 -372.092 -439.115 89.2741 103.931 330.8 491.42 384.978 -384.42 -455.446 -375.188 -442.732 382.638 -382.613 496.755 -277.025 -453.621 -379.77 -446.556 353.28 -500 -254.889 293.331 187.753 496.394 390.666 150.008 -436.174 ]
33,-17268.7,[-115.128 428.797 442.308 454.117 466.226 -266.778 264.691 -479.437 391.827 -388.935 374.175 -371.556 -398.993 -424.919 90.5164 -420.174 423.2 445.256 -294.999 164.732 298.877 -484.026 -413.308 -182.431 -500 413.863 435.423 -16.2401 344.516 484.395 ]
34,-17466.4,[401.345 415.034 -373.302 -442.303 352.159 125.322 291.428 444.067 453.674 459.617 -298.246 -464.363 -393.052 351.191 486.513 -310.411 -487.368 414.696 436.923 392.543 -371.979 -398.726 92.8844 -413.65 342.377 -387.216 -458.249 383.686 -368.956 132.812 ]
35,-16462,[486.273 441.443 328.493 -136.634 418.199 442.426 -304.673 482.841 367.337 486.499 436.364 440.861 450.949 -29.6987 155.039 294.244 -482.931 388.249 400.668 166.755 -256.006 259.177 -500 273.821 -500 -427.312 -360.544 130.772 308.495 458.91 ]
36,-19123,[467.3 -303.514 302.792 454.792 410.078 -366.586 313.847 476.828 427.51 438.651 450.3 405.052 424.428 438.357 448.605 469.703 425.131 447.973 -310.883 -471.221 372.321 260.544 -500 266.426 -477.508 368.068 495.785 242.125 -486.953 17.388 ]
37,-17252.8,[486.719 374.533 488.8 374.919 -104.485 407.314 415.927 423.144 -361.654 -429.008 -451.957 350.029 -500 364.957 469.565 419.802 -386.044 -455.147 -390.81 -155 446.59 462.577 356.972 249.315 -495.608 363.79 -104.587 404.76 418.568 431.488 ]
38,-18340.1,[-317.4 -478.587 417.382 441.449 397.356 -361.796 485.786 440.023 395.998 165.543 -265.61 483.906 -309.717 499.994 394.842 -407.657 -434.189 -360.896 -429.302 -453.466 -385.504 -130.648 419.719 437.739 455.118 -301.285 -442.927 -463.686 361.51 499.104 ]
39,-17717,[-448.116 351.732 494.533 -269.971 304.349 481.118 372.087 -366.047 138.523 298.014 450.271 461.4 474.665 364.437 -109.504 418.8 171.214 -278.562 -445.368 77.7699 -382.737 -453.653 367.246 460.199 471.891 -305.782 -466.867 367.464 493.574 -271.92 ]
40,-17215.1,[-479.793 396.706 153.802 297.765 -181.169 -500 360.49 483.663 433.565 443.582 -378.006 -402.418 -471.467 373.78 397.346 -387.973 -413.148 -481.357 -408.004 -148.376 -282.569 273.395 -486.734 -416.193 385.904 -391.985 -418.821 -443.926 396.893 417.325 ]
41,-16522.7,[-244.095 275.724 -479.251 381.51 395.739 -360.256 -430.353 355.085 -500 398.039 -390.77 -416.691 101.723 -120.964 406.783 421.521 -376.978 -446.645 -196.764 -269.414 -452.3 -476.374 381.013 -371.345 -395.175 -461.62 390.619 -392.702 90.3759 304.824 ]
42,-17398.9,[409.085 159.996 315.358 474.44 -308.296 -62.973 407.645 419.925 -371.49 -442.468 -364.985 131.405 -408.348 86.4061 -418.979 -443.612 399.301 420.189 446.814 402.417 419.916 444.295 337.534 467.061 12.2701 314.01 456.694 467.603 417.959 425.122 ]
43,-16784.3,[-500 266.357 -500 405.138 423.371 432.059 444.548 188.595 -293.06 297.788 469.434 -305.596 -476.54 332.656 221.155 -476.67 388.136 405.803 432.713 451.012 406.548 -386.764 361.822 -334.52 -481.848 384.83 -99.1129 417.279 -391.278 93.0261 ]
44,-18422.8,[467.625 422.973 434.902 385.277 -99.9846 415.572 442.519 -301.293 -473.103 396.462 414.288 -372.935 -123.665 422.229 442.998 -294.506 -460.995 366.396 -371.801 -442.916 -472.527 337.807 471.647 422.513 434.884 -384.63 72.3811 -380.329 -448.99 376.534 ]
45,-17133.7,[-181.734 429.212 451.315 473.383 369.03 -357.989 195.914 -482.377 389.56 -387.494 -456.652 -392.773 -418.073 340.275 467.257 417.016 -367.658 133.529 266.566 -480.621 396.064 413.093 -397.478 -472.064 363.622 -381.832 -176.272 446.043 462.479 413.283 ]
46,-18675.3,[-337.168 182.069 -268.024 272.156 -477.214 368.784 494.293 395.866 421.223 314.889 457.235 463.33 475.226 431.422 -291.343 -461.418 364.471 489.704 -276.714 -453.077 376.352 -376.055 -449.242 -397.409 -422.375 343.696 479.208 434.99 -290.863 287.03 ]
47,-16958.7,[421.855 434.677 173.505 316.095 465.743 -301.614 -468.149 392.632 149.614 -427.518 -452.541 -225.251 253.079 -483.956 389.02 -377.867 -451.23 358.42 241.738 -482.112 -402.977 -428.493 356.133 463.715 359.269 -107.024 416.521 430.692 -387.114 -145.663 ]
48,-17297.9,[-131.743 446.672 463.353 -303.364 -465.773 -387.924 -412.025 -481.431 366.794 487.913 -313.045 -500 280.614 448.038 403.386 -384.752 361.293 -109.355 436.356 451.836 206.595 -466.74 385.155 -362.352 494.967 390.752 -398.135 -471.627 395.424 153.718 ]
49,-16947.6,[-149.567 425.362 437.76 447.644 464.731 -311.145 -96.1356 413.921 159.379 269.984 -489.286 15.6695 368.025 -388.188 -457.096 -388.307 -414.075 340.625 -482.758 -405.323 86.5399 339.71 489.736 -315.313 -472.927 -399.571 -147.644 407.231 424.388 436.802 ]
50,-15422.3,[-394.928 -138.489 422.533 -385.048 90.4288 -383.057 -451.853 -372.931 -440.512 -174.87 459.616 -327.412 173.923 297.956 439.685 446.519 -299.161 -481.257 380.14 270.098 -490.293 24.0295 -219.97 271.76 -500 383.194 143.262 279.639 -489.194 375.683 ]
