Run#,Result,Solution
13,2993.99,[-18.9393 -0.438053 -0.902808 -0.906155 -21.0736 0.209705 -0.392339 -4.10258 -1.6955 -0.0950776 -4.43925 -3.66678 -6.22707 -5.47756 -0.375237 -0.00999665 -15.1313 -1.89104 -29.1153 -2.91476 -11.0346 -3.48402 -6.12091 -8.26236 -18.619 -0.161529 -0.16001 -0.812649 -14.1859 -1.01936 ]
14,974.786,[-2.66398 -0.0553274 -1.07182 0.120234 -16.5967 -3.29693 -0.768984 -1.038 -0.404425 -0.0880883 -16.7145 -0.175019 -1.01934 0.0495099 -0.232508 -0.241621 -0.282556 -2.7678 -2.95314 -0.497029 -0.0827122 0.0736265 0.118799 -0.0920444 -10.6652 0.0773538 -13.2627 -0.184903 -2.23215 -0.646729 ]
15,3012.67,[-3.73264 -2.46461 -1.89974 -33.0316 -0.226987 -0.680454 -0.0372689 -4.58816 -0.24316 -0.11119 -0.025253 -4.52408 -5.66368 -2.71646 -21.1751 -1.14177 -3.08964 -18.8413 -8.44175 -6.70295 -19.6384 0.0370877 -0.0274115 -14.3212 -0.575603 -1.42894 -0.142707 -10.8135 -0.923872 -0.236325 ]
16,3527.53,[-0.910981 -9.85728 -25.4369 -0.381691 -3.20667 -5.1865 -21.6398 -3.5821 -1.78063 0.0924816 -0.272879 -13.1665 -18.8367 -5.13352 -0.0605583 -0.726721 -23.3641 -0.269741 -4.25833 -9.5671 -0.845743 -0.407747 -14.6385 -0.753497 -4.76871 -5.57362 -11.3116 -4.62691 -13.8192 -14.6171 ]
17,2208.32,[-5.58217 -18.554 -10.6399 -0.439849 -0.710949 -1.29058 -10.1213 0.283041 -24.4431 -3.10044 -0.146613 -22.6352 0.262321 0.0314389 -1.26561 -0.363397 -0.153772 -1.11884 -17.437 -0.0419269 -3.73535 -0.136179 -0.128299 -3.85377 -2.36829 -1.61399 -2.76924 -0.435627 -1.04058 -0.0373276 ]
18,1616.82,[0.00369628 -1.74007 -11.9929 -0.0921267 -1.51016 -0.0059213 -0.0461092 -0.147515 -0.47139 -6.23483 -0.499548 -0.37211 -0.145186 -7.75349 -6.84486 -12.4434 -0.357603 -4.33459 -16.3737 -1.06789 -1.68452 -1.29019 -18.5358 -4.28941 -10.4662 -0.806776 -10.3769 -12.3177 -1.02787 -0.251824 ]
19,3051.16,[-5.48759 -6.2092 -9.77198 -16.5471 -1.35663 -3.86737 -7.99606 -1.0424 -21.4007 -0.172784 -3.10112 0.069252 -1.20983 -15.5732 -17.9654 -0.501938 -5.5764 -4.44427 -13.8639 0.000825286 -6.20834 -2.01196 -17.1032 -12.1595 -7.59366 -3.26368 -0.483835 -2.10552 -21.9323 -0.16354 ]
20,5561.04,[-1.00769 -2.78579 -4.53264 -1.68549 -4.65261 -3.69332 -19.9877 -6.63854 -10.9219 0.856712 -3.08344 -21.4796 -23.247 -0.54669 -6.7653 -0.98654 -11.0134 0.213692 -0.436997 -20.3523 -19.1455 -39.0764 -32.6756 -2.75575 -0.452589 -2.91891 -9.40695 -2.78314 -0.324463 -0.0986538 ]
21,2253.82,[-8.95057 -0.0533631 -1.14545 -0.557892 -1.88128 -0.653768 -4.60692 -0.237503 -0.166912 -0.222127 -8.95518 -11.2837 -16.9701 -6.88085 0.0149681 -0.537854 -25.2691 -0.116366 -3.61943 -2.68155 -0.0586953 -8.40662 -5.28913 -0.253948 -14.4104 -20.4112 -7.86363 0.501059 -0.160076 0.0189781 ]
22,1227.12,[-2.50518 0.0864417 -0.83642 -0.205793 -0.0114284 -0.426371 0.412926 -0.266702 -4.04864 -5.25118 -0.0306497 -6.84634 -17.1305 -3.92994 -1.77689 -14.8215 -0.541699 -0.563216 -0.0406609 -0.0600421 -16.3053 -1.81857 -0.758929 -5.06899 -1.32935 -7.56465 -8.30143 -0.803268 -0.168006 -7.45608 ]
23,2883.97,[0.0199614 -0.285642 -19.4543 -0.21843 -0.734613 -14.5643 -0.197964 -2.25851 -32.938 -0.0987335 -21.6988 -1.39512 -6.36807 -0.559287 0.105989 -15.906 -1.94235 -14.3183 -0.181356 -0.0434108 -0.051519 -1.01589 -3.30589 -1.20959 -0.0296979 -7.36391 -0.0137897 -1.78293 -0.486397 -0.0405288 ]
24,2182.22,[-0.698969 -6.06829 -14.2245 -0.129176 -4.21275 -0.257863 -26.9978 0.148905 -17.1356 -0.0516536 -1.22541 -1.89309 -1.09134 0.136025 -1.71106 -0.141184 -0.0883134 0.24506 0.0877299 -3.94136 0.0915398 -5.05886 -5.11796 -0.759926 -20.718 -0.154341 -5.53474 -0.240207 -13.2215 -6.6828 ]
25,1735.57,[-8.1266 -2.86051 -0.499868 -15.5139 -2.71758 -17.8317 -9.19281 0.0506218 -19.8435 -1.1571 -0.206464 0.0696148 -2.10804 -4.31549 -2.6701 0.196548 -0.168722 -14.6767 -3.64959 -5.85127 0.109934 -4.55279 -3.47628 -1.95058 -0.613797 -3.08834 -1.86579 -11.1879 -0.11807 0.522949 ]
26,2428.4,[0.160845 -0.0705692 -0.245895 -7.10505 -0.0308718 -0.988634 -13.2974 -1.65025 -7.14083 -20.0637 -5.47919 -7.12694 0.102188 -11.2463 -3.07774 0.0912851 -2.65264 -18.5603 -7.52882 -20.0152 0.251297 -0.128715 -23.4575 -1.51158 -1.01521 -0.0607567 0.0149031 -0.439554 -0.212845 -1.31328 ]
27,1226.79,[-6.51035 -0.408488 -3.25603 -10.0588 -0.363817 -0.0488959 -1.54503 0.00539237 -4.50625 -7.68649 -18.5496 0.344085 -0.74193 -2.44379 -3.48771 -12.3456 -0.544025 -5.95644 -0.127175 -7.46607 -7.12178 -11.805 -1.88902 -5.91184 -0.022866 -0.794043 -1.61015 -0.687713 -3.93064 -2.42368 ]
28,2496.16,[-8.45782 -10.539 -1.15944 -0.467105 -0.717193 -11.3954 -11.0491 -0.228592 -1.21782 -1.19916 -4.75425 -28.1063 -24.5554 -0.844985 -0.112334 -0.207261 -0.132079 -20.7427 -0.792014 -0.0414722 0.0458135 -0.240245 -4.23775 -0.0872977 -0.0663937 -0.090714 -0.334136 -1.01836 -0.536552 -6.51865 ]
29,1921.11,[-0.302446 -0.841614 -9.25713 -3.13385 -1.33324 0.191063 -2.28234 -1.44962 -4.20891 -7.79737 0.109206 -1.12331 -11.7054 -7.46698 -0.695412 0.078375 -31.8267 -0.301381 -0.0123515 -0.517738 -7.33666 -14.5373 -1.91634 -6.63411 -0.0573306 -0.177811 -0.0647655 -6.66778 -1.31053 -5.79874 ]
30,3107.54,[-1.51299 -1.13215 -1.1698 -0.198367 -0.513638 -5.06789 -16.9148 -35.921 -10.7095 -0.0262399 -10.1484 -0.312222 -7.2739 -2.66581 -12.0137 -5.67585 -12.9361 -4.88296 -0.258827 0.012865 -13.668 -4.37409 -6.13882 -0.195893 0.231014 -18.5313 -6.73443 -4.58614 -2.41094 -0.838484 ]
31,1359.18,[-4.55544 -18.5928 -0.149202 -0.954735 0.0629111 -1.17643 -0.971206 -4.04627 -0.836212 0.153831 -0.112361 -0.578116 -1.67309 -2.74855 -3.14005 -20.1684 -0.07602 -0.21273 -0.414835 0.0943193 -0.905779 -2.89148 -0.0590869 -19.0351 -0.0695839 -8.04023 -1.60354 -1.55637 0.0718188 -0.704346 ]
32,1404.63,[-0.163519 -2.5733 -6.46241 0.0555087 -0.310223 -2.12502 -0.239372 -0.039524 -0.3658 0.0247751 -7.42761 -2.44958 -1.19054 0.070405 -4.19444 -1.59492 -1.67596 -2.71703 -2.05797 -9.38984 -3.51026 -22.6962 -11.0333 -0.56628 -0.0294994 -5.67241 0.219545 -16.0745 -0.992769 -10.0748 ]
33,2217.26,[-0.0071882 -0.116978 -6.49537 0.0985045 -0.401363 -14.0403 -1.30557 -0.844185 -9.64476 -0.0900292 -38.038 0.00924319 0.0490686 -4.33243 0.0695977 -0.0965728 -1.19641 -12.0933 -0.725548 -1.17765 -3.14314 -0.0576401 -0.259772 -0.881432 -0.556584 -0.0124359 -10.8383 -3.97276 -1.61978 0.338594 ]
34,2531.05,[-15.1913 -1.41628 -2.99565 -2.32352 -8.4893 0.108276 0.159054 0.0904902 -0.0871029 -19.9511 -0.269892 -6.31122 0.0862322 0.102511 -0.50476 -2.3523 0.234081 -3.24473 -1.21793 0.116101 -0.122001 -24.0597 -0.0207112 -4.65322 -4.32514 -11.2425 -10.1436 -27.046 -0.36742 -4.11605 ]
35,2415.99,[-1.04788 0.0547951 -4.64871 0.02343 0.473636 -25.6876 -0.474887 -0.371479 0.164591 -0.0842782 -4.77457 -18.1035 -0.183914 -0.515653 -1.33135 -0.432726 -0.344895 -0.025463 -11.3229 -0.319585 -7.41518 -0.229597 0.0642757 -3.8158 -6.68738 -0.510283 -9.23327 -26.865 -12.9568 -3.5892 ]
36,2598.22,[-14.2118 -0.41221 0.0140678 -0.89991 -1.43195 -7.30714 -9.96809 -1.01418 -1.18112 -2.67657 -0.657992 -25.4642 -7.60262 -9.08503 -7.05118 -0.567872 -22.3271 -6.3653 -3.82707 -0.56034 -4.83694 -0.00909159 0.0675508 -0.251595 0.0426732 -1.32781 -0.645912 -3.21343 -25.129 -1.69403 ]
37,2758.25,[-1.78688 -0.927761 -2.76155 -2.2478 0.011191 -2.86346 -0.976538 0.0658305 -1.14183 -23.1875 -23.6539 -6.0175 -0.0184301 -18.6986 -0.841606 0.0210568 -1.07308 -11.3907 -24.2115 -0.400658 -2.72823 0.0058561 -7.73693 -0.163562 0.10869 -0.0724625 -1.5595 -0.136804 -17.3342 -0.139343 ]
38,1063,[-3.15947 -1.59614 -7.63247 -0.365544 -0.295873 -0.118871 -3.7825 -18.4896 -4.18814 -11.6905 -7.15874 -0.507025 -1.10912 -2.83018 -13.788 -0.389583 -0.0909535 -0.0963868 -0.868682 -2.07512 -0.0472353 -6.25488 0.032697 -1.85337 -2.25105 -4.9892 0.0240479 0.0714797 -5.25595 -3.63551 ]
39,3299.08,[-0.205249 -0.0802292 -1.85605 -7.40034 -16.2653 -0.0514937 -1.33397 -2.04409 -23.1451 -1.05904 -1.37311 -21.7057 -13.6889 0.0368892 -20.8208 -2.61864 -0.156273 0.0890584 -19.9746 -0.314689 0.0382843 0.166738 -22.9391 -0.0671794 -4.54448 -0.238339 -5.89525 -12.6427 -1.21026 -0.675401 ]
40,1395.98,[-8.68719 0.193585 -1.07469 -9.47197 -0.783223 -1.1952 -11.3628 -6.04937 -2.87385 -8.42094 -3.69372 -0.013384 -3.15562 -0.133956 -0.375956 -8.84098 -9.25893 -0.779056 -0.110695 -15.5018 0.161984 -5.79039 -15.7672 -0.332137 -0.456533 -2.77872 -9.88185 -0.218626 -5.10239 0.174188 ]
41,2658.17,[-17.5023 0.178676 -1.358 -8.39275 -0.682211 -0.333803 -2.95998 -0.664647 -17.492 -13.8671 -10.5541 -3.89349 -0.11345 -14.689 -9.34633 -1.56118 -24.6961 -0.782122 -0.348757 0.0308659 -9.5528 -10.2422 -13.9515 -10.8578 -0.0235044 -0.123026 -0.741592 -2.05309 -5.05975 -0.088179 ]
42,3641.3,[-0.169547 -5.72791 -31.7742 -0.263039 -30.4566 -8.21733 -0.114639 -3.96445 -0.332484 -0.524451 -2.82202 -2.20775 -0.642462 0.0858422 -1.65854 -0.14784 -23.0529 -11.8906 -1.40638 -0.0626288 -5.38895 -15.6876 -16.4182 -3.38023 -1.41273 -10.366 -0.318197 -6.16928 0.0247433 -0.523561 ]
43,3550.14,[-0.365606 -0.417836 -1.17894 -0.0585262 -26.541 -9.0918 -9.37727 -4.50461 -5.80317 -0.0731795 -0.652005 -0.681747 -1.58961 -19.0292 -3.13243 -22.4821 -0.193356 -1.80519 -6.03253 -0.699348 -6.0703 -24.293 -21.1167 -0.65792 -2.24562 -0.276804 -0.0328516 0.00470227 -20.5628 -0.487058 ]
44,1554.49,[-0.814956 -0.723617 -2.37315 -1.42052 -18.3721 -0.0593729 -0.240628 -15.0471 -0.0419539 -0.207997 -12.2629 -4.47735 -3.39777 0.0362236 -1.44245 -0.303433 -10.1019 -8.78104 -1.5397 -0.482003 -6.64973 -3.62738 -20.3015 -2.04408 -1.48263 -2.47028 -2.12507 -0.480555 0.0761544 0.0497785 ]
45,2563.8,[-0.261482 0.159589 -0.282521 -9.49431 -0.259354 -0.0103177 -0.057168 -0.567456 -0.156054 0.048195 -2.49288 -0.437965 -0.0970592 -0.271152 -0.911051 -0.956975 -33.0373 -0.312277 -22.8999 0.0403967 -8.43415 0.0675285 -8.62992 -1.14197 -16.0266 -16.6084 -3.70803 -2.38431 -0.411575 -2.99693 ]
46,483.275,[-0.26996 -0.126365 -0.926487 -1.32359 -1.81269 -2.59418 -7.59737 0.00276951 -5.28342 -0.818422 -1.34902 -2.68976 -15.2767 -0.00470424 -1.23245 -1.66524 -2.52232 -0.249729 -1.63319 -3.19433 -5.35107 -0.418086 -0.816083 -3.22895 -1.48191 -1.09637 -0.0526954 -1.64114 -0.0129675 0.0636518 ]
47,1717.92,[-7.57258 0.0434742 -0.0973639 -2.90543 -0.0224323 -16.8955 -1.74606 -0.472588 -0.0699032 -1.77415 -2.79855 -0.502807 -9.2169 -6.92805 -4.87047 -2.30094 -0.134933 -5.36324 -2.88984 -7.89352 -4.97697 -19.1779 -11.2964 -19.1459 -4.14157 -3.1604 -0.0557752 -0.114815 -0.0304718 -5.2456 ]
48,2296.37,[-1.52858 -0.100294 -0.0946565 -0.379024 -0.392016 -15.1528 -15.8142 0.478759 -4.53008 -1.37545 -0.00991213 -1.73368 0.207993 0.45529 -1.08691 -0.222591 -3.71554 -12.4649 -7.60968 -25.7591 -1.0433 0.240053 -16.9475 -0.714403 -3.0223 0.569363 -0.519678 -19.4312 -1.23704 -8.13053 ]
49,5296.9,[-0.61146 -18.619 -8.0757 -2.36322 -2.2252 -1.88771 -4.11268 -0.722709 -5.26614 -6.44628 -0.476273 -0.198008 -6.26852 0.0348335 -3.46957 -0.0389786 -3.31239 -12.2078 -2.78489 -29.5963 -39.035 -0.52007 -15.0777 -4.04061 -9.58821 -23.9619 -2.12939 -5.24856 -22.3415 -21.5366 ]
50,1422.23,[-12.1701 -3.57567 -0.00174212 0.0134063 -4.39728 -11.3054 -21.4838 -0.0986963 0.0107011 -8.99398 -5.13596 -1.67367 -0.904366 0.0854104 -2.29869 -0.36445 -6.48583 0.0467981 -2.8518 -0.19057 -1.88483 -0.227506 -15.8587 -1.14543 -0.58709 -0.348605 -9.59627 -3.60194 -0.504697 -0.380896 ]
